"Bodemgebruik; uitgebreide gebruiksvorm, per gemeente"
""
"";"";"";"Perioden"
"Appingedam";"||Totaal  bos en open natuurlijk terrein";"ha";"60"
"Appingedam";"||Totaal binnenwater";"ha";"80"
"Appingedam";"||Totaal buitenwater";"ha";""
"Arcen en Velden";"Totale oppervlakte";"ha";""
"Arcen en Velden";"Totaal verkeersterrein";"ha";""
"Arcen en Velden";"||Totaal bebouwd terrein";"ha";""
"Arcen en Velden";"||Totaal semi-bebouwd terrein";"ha";""
"Arcen en Velden";"Bouwterrein";"ha";""
"Arcen en Velden";"||Totaal recreatieterrein";"ha";""
"Arcen en Velden";"||Totaal agrarisch terrein";"ha";""
"Arcen en Velden";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Arcen en Velden";"||Totaal binnenwater";"ha";""
"Arcen en Velden";"||Totaal buitenwater";"ha";""
"Arnemuiden";"Totale oppervlakte";"ha";""
"Arnemuiden";"Totaal verkeersterrein";"ha";""
"Arnemuiden";"||Totaal bebouwd terrein";"ha";""
"Arnemuiden";"||Totaal semi-bebouwd terrein";"ha";""
"Arnemuiden";"Bouwterrein";"ha";""
"Arnemuiden";"||Totaal recreatieterrein";"ha";""
"Arnemuiden";"||Totaal agrarisch terrein";"ha";""
"Arnemuiden";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Arnemuiden";"||Totaal binnenwater";"ha";""
"Arnemuiden";"||Totaal buitenwater";"ha";""
"Arnhem";"Totale oppervlakte";"ha";"10154"
"Arnhem";"Totaal verkeersterrein";"ha";"608"
"Arnhem";"||Totaal bebouwd terrein";"ha";"2703"
"Arnhem";"||Totaal semi-bebouwd terrein";"ha";"242"
"Arnhem";"Bouwterrein";"ha";"205"
"Arnhem";"||Totaal recreatieterrein";"ha";"1002"
"Arnhem";"||Totaal agrarisch terrein";"ha";"1593"
"Arnhem";"||Totaal  bos en open natuurlijk terrein";"ha";"3635"
"Arnhem";"||Totaal binnenwater";"ha";"372"
"Arnhem";"||Totaal buitenwater";"ha";""
"Assen";"Totale oppervlakte";"ha";"8345"
"Assen";"Totaal verkeersterrein";"ha";"347"
"Assen";"||Totaal bebouwd terrein";"ha";"1831"
"Assen";"||Totaal semi-bebouwd terrein";"ha";"209"
"Assen";"Bouwterrein";"ha";"163"
"Assen";"||Totaal recreatieterrein";"ha";"659"
"Assen";"||Totaal agrarisch terrein";"ha";"3874"
"Assen";"||Totaal  bos en open natuurlijk terrein";"ha";"1268"
"Assen";"||Totaal binnenwater";"ha";"157"
"Assen";"||Totaal buitenwater";"ha";""
"Asten";"Totale oppervlakte";"ha";"7134"
"Asten";"Totaal verkeersterrein";"ha";"242"
"Asten";"||Totaal bebouwd terrein";"ha";"425"
"Asten";"||Totaal semi-bebouwd terrein";"ha";"7"
"Asten";"Bouwterrein";"ha";"5"
"Asten";"||Totaal recreatieterrein";"ha";"180"
"Asten";"||Totaal agrarisch terrein";"ha";"4598"
"Asten";"||Totaal  bos en open natuurlijk terrein";"ha";"1564"
"Asten";"||Totaal binnenwater";"ha";"117"
"Asten";"||Totaal buitenwater";"ha";""
"Avereest";"Totale oppervlakte";"ha";""
"Avereest";"Totaal verkeersterrein";"ha";""
"Avereest";"||Totaal bebouwd terrein";"ha";""
"Avereest";"||Totaal semi-bebouwd terrein";"ha";""
"Avereest";"Bouwterrein";"ha";""
"Avereest";"||Totaal recreatieterrein";"ha";""
"Avereest";"||Totaal agrarisch terrein";"ha";""
"Avereest";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Avereest";"||Totaal binnenwater";"ha";""
"Avereest";"||Totaal buitenwater";"ha";""
"Axel";"Totale oppervlakte";"ha";""
"Axel";"Totaal verkeersterrein";"ha";""
"Axel";"||Totaal bebouwd terrein";"ha";""
"Axel";"||Totaal semi-bebouwd terrein";"ha";""
"Axel";"Bouwterrein";"ha";""
"Axel";"||Totaal recreatieterrein";"ha";""
"Axel";"||Totaal agrarisch terrein";"ha";""
"Axel";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Axel";"||Totaal binnenwater";"ha";""
"Axel";"||Totaal buitenwater";"ha";""
"Baarle-Nassau";"Totale oppervlakte";"ha";"7629"
"Baarle-Nassau";"Totaal verkeersterrein";"ha";"100"
"Baarle-Nassau";"||Totaal bebouwd terrein";"ha";"193"
"Baarle-Nassau";"||Totaal semi-bebouwd terrein";"ha";"14"
"Baarle-Nassau";"Bouwterrein";"ha";"13"
"Baarle-Nassau";"||Totaal recreatieterrein";"ha";"164"
"Baarle-Nassau";"||Totaal agrarisch terrein";"ha";"6273"
"Baarle-Nassau";"||Totaal  bos en open natuurlijk terrein";"ha";"870"
"Baarle-Nassau";"||Totaal binnenwater";"ha";"15"
"Baarle-Nassau";"||Totaal buitenwater";"ha";""
"Baarn";"Totale oppervlakte";"ha";"3301"
"Baarn";"Totaal verkeersterrein";"ha";"125"
"Baarn";"||Totaal bebouwd terrein";"ha";"611"
"Baarn";"||Totaal semi-bebouwd terrein";"ha";"17"
"Baarn";"Bouwterrein";"ha";"10"
"Baarn";"||Totaal recreatieterrein";"ha";"100"
"Baarn";"||Totaal agrarisch terrein";"ha";"762"
"Baarn";"||Totaal  bos en open natuurlijk terrein";"ha";"1639"
"Baarn";"||Totaal binnenwater";"ha";"47"
"Baarn";"||Totaal buitenwater";"ha";""
"Bakel en Milheeze";"Totale oppervlakte";"ha";""
"Bakel en Milheeze";"Totaal verkeersterrein";"ha";""
"Bakel en Milheeze";"||Totaal bebouwd terrein";"ha";""
"Bakel en Milheeze";"||Totaal semi-bebouwd terrein";"ha";""
"Bakel en Milheeze";"Bouwterrein";"ha";""
"Bakel en Milheeze";"||Totaal recreatieterrein";"ha";""
"Bakel en Milheeze";"||Totaal agrarisch terrein";"ha";""
"Bakel en Milheeze";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Bakel en Milheeze";"||Totaal binnenwater";"ha";""
"Bakel en Milheeze";"||Totaal buitenwater";"ha";""
"Barendrecht";"Totale oppervlakte";"ha";"2173"
"Barendrecht";"Totaal verkeersterrein";"ha";"221"
"Barendrecht";"||Totaal bebouwd terrein";"ha";"911"
"Barendrecht";"||Totaal semi-bebouwd terrein";"ha";"146"
"Barendrecht";"Bouwterrein";"ha";"135"
"Barendrecht";"||Totaal recreatieterrein";"ha";"295"
"Barendrecht";"||Totaal agrarisch terrein";"ha";"320"
"Barendrecht";"||Totaal  bos en open natuurlijk terrein";"ha";"82"
"Barendrecht";"||Totaal binnenwater";"ha";"198"
"Barendrecht";"||Totaal buitenwater";"ha";""
"Barneveld";"Totale oppervlakte";"ha";"17666"
"Barneveld";"Totaal verkeersterrein";"ha";"548"
"Barneveld";"||Totaal bebouwd terrein";"ha";"1431"
"Barneveld";"||Totaal semi-bebouwd terrein";"ha";"151"
"Barneveld";"Bouwterrein";"ha";"90"
"Barneveld";"||Totaal recreatieterrein";"ha";"581"
"Barneveld";"||Totaal agrarisch terrein";"ha";"9566"
"Barneveld";"||Totaal  bos en open natuurlijk terrein";"ha";"5313"
"Barneveld";"||Totaal binnenwater";"ha";"76"
"Barneveld";"||Totaal buitenwater";"ha";""
"Bathmen";"Totale oppervlakte";"ha";""
"Bathmen";"Totaal verkeersterrein";"ha";""
"Bathmen";"||Totaal bebouwd terrein";"ha";""
"Bathmen";"||Totaal semi-bebouwd terrein";"ha";""
"Bathmen";"Bouwterrein";"ha";""
"Bathmen";"||Totaal recreatieterrein";"ha";""
"Bathmen";"||Totaal agrarisch terrein";"ha";""
"Bathmen";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Bathmen";"||Totaal binnenwater";"ha";""
"Bathmen";"||Totaal buitenwater";"ha";""
"Bedum";"Totale oppervlakte";"ha";"4496"
"Bedum";"Totaal verkeersterrein";"ha";"114"
"Bedum";"||Totaal bebouwd terrein";"ha";"272"
"Bedum";"||Totaal semi-bebouwd terrein";"ha";"35"
"Bedum";"Bouwterrein";"ha";"25"
"Bedum";"||Totaal recreatieterrein";"ha";"39"
"Bedum";"||Totaal agrarisch terrein";"ha";"3896"
"Bedum";"||Totaal  bos en open natuurlijk terrein";"ha";"99"
"Bedum";"||Totaal binnenwater";"ha";"41"
"Bedum";"||Totaal buitenwater";"ha";""
"Beek (L.)";"Totale oppervlakte";"ha";"2103"
"Beek (L.)";"Totaal verkeersterrein";"ha";"177"
"Beek (L.)";"||Totaal bebouwd terrein";"ha";"444"
"Beek (L.)";"||Totaal semi-bebouwd terrein";"ha";"102"
"Beek (L.)";"Bouwterrein";"ha";"74"
"Beek (L.)";"||Totaal recreatieterrein";"ha";"33"
"Beek (L.)";"||Totaal agrarisch terrein";"ha";"1284"
"Beek (L.)";"||Totaal  bos en open natuurlijk terrein";"ha";"64"
"Beek (L.)";"||Totaal binnenwater";"ha";"0"
"Beek (L.)";"||Totaal buitenwater";"ha";""
"Beek en Donk";"Totale oppervlakte";"ha";""
"Beek en Donk";"Totaal verkeersterrein";"ha";""
"Beek en Donk";"||Totaal bebouwd terrein";"ha";""
"Beek en Donk";"||Totaal semi-bebouwd terrein";"ha";""
"Beek en Donk";"Bouwterrein";"ha";""
"Beek en Donk";"||Totaal recreatieterrein";"ha";""
"Beek en Donk";"||Totaal agrarisch terrein";"ha";""
"Beek en Donk";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Beek en Donk";"||Totaal binnenwater";"ha";""
"Beek en Donk";"||Totaal buitenwater";"ha";""
"Beemster";"Totale oppervlakte";"ha";"7207"
"Beemster";"Totaal verkeersterrein";"ha";"273"
"Beemster";"||Totaal bebouwd terrein";"ha";"205"
"Beemster";"||Totaal semi-bebouwd terrein";"ha";"38"
"Beemster";"Bouwterrein";"ha";"32"
"Beemster";"||Totaal recreatieterrein";"ha";"47"
"Beemster";"||Totaal agrarisch terrein";"ha";"6478"
"Beemster";"||Totaal  bos en open natuurlijk terrein";"ha";"18"
"Beemster";"||Totaal binnenwater";"ha";"149"
"Beemster";"||Totaal buitenwater";"ha";""
"Beesel";"Totale oppervlakte";"ha";"2915"
"Beesel";"Totaal verkeersterrein";"ha";"94"
"Beesel";"||Totaal bebouwd terrein";"ha";"340"
"Beesel";"||Totaal semi-bebouwd terrein";"ha";"33"
"Beesel";"Bouwterrein";"ha";"7"
"Beesel";"||Totaal recreatieterrein";"ha";"79"
"Beesel";"||Totaal agrarisch terrein";"ha";"1814"
"Beesel";"||Totaal  bos en open natuurlijk terrein";"ha";"439"
"Beesel";"||Totaal binnenwater";"ha";"117"
"Beesel";"||Totaal buitenwater";"ha";""
"Beilen";"Totale oppervlakte";"ha";""
"Beilen";"Totaal verkeersterrein";"ha";""
"Beilen";"||Totaal bebouwd terrein";"ha";""
"Beilen";"||Totaal semi-bebouwd terrein";"ha";""
"Beilen";"Bouwterrein";"ha";""
"Beilen";"||Totaal recreatieterrein";"ha";""
"Beilen";"||Totaal agrarisch terrein";"ha";""
"Beilen";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Beilen";"||Totaal binnenwater";"ha";""
"Beilen";"||Totaal buitenwater";"ha";""
"Belfeld";"Totale oppervlakte";"ha";""
"Belfeld";"Totaal verkeersterrein";"ha";""
"Belfeld";"||Totaal bebouwd terrein";"ha";""
"Belfeld";"||Totaal semi-bebouwd terrein";"ha";""
"Belfeld";"Bouwterrein";"ha";""
"Belfeld";"||Totaal recreatieterrein";"ha";""
"Belfeld";"||Totaal agrarisch terrein";"ha";""
"Belfeld";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Belfeld";"||Totaal binnenwater";"ha";""
"Belfeld";"||Totaal buitenwater";"ha";""
"Bellingwedde";"Totale oppervlakte";"ha";"11009"
"Bellingwedde";"Totaal verkeersterrein";"ha";"263"
"Bellingwedde";"||Totaal bebouwd terrein";"ha";"325"
"Bellingwedde";"||Totaal semi-bebouwd terrein";"ha";"37"
"Bellingwedde";"Bouwterrein";"ha";"24"
"Bellingwedde";"||Totaal recreatieterrein";"ha";"128"
"Bellingwedde";"||Totaal agrarisch terrein";"ha";"9561"
"Bellingwedde";"||Totaal  bos en open natuurlijk terrein";"ha";"515"
"Bellingwedde";"||Totaal binnenwater";"ha";"180"
"Bellingwedde";"||Totaal buitenwater";"ha";""
"Bemmel";"Totale oppervlakte";"ha";""
"Bemmel";"Totaal verkeersterrein";"ha";""
"Bemmel";"||Totaal bebouwd terrein";"ha";""
"Bemmel";"||Totaal semi-bebouwd terrein";"ha";""
"Bemmel";"Bouwterrein";"ha";""
"Bemmel";"||Totaal recreatieterrein";"ha";""
"Bemmel";"||Totaal agrarisch terrein";"ha";""
"Bemmel";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Bemmel";"||Totaal binnenwater";"ha";""
"Bemmel";"||Totaal buitenwater";"ha";""
"Bennebroek";"Totale oppervlakte";"ha";""
"Bennebroek";"Totaal verkeersterrein";"ha";""
"Bennebroek";"||Totaal bebouwd terrein";"ha";""
"Bennebroek";"||Totaal semi-bebouwd terrein";"ha";""
"Bennebroek";"Bouwterrein";"ha";""
"Bennebroek";"||Totaal recreatieterrein";"ha";""
"Bennebroek";"||Totaal agrarisch terrein";"ha";""
"Bennebroek";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Bennebroek";"||Totaal binnenwater";"ha";""
"Bennebroek";"||Totaal buitenwater";"ha";""
"Bergambacht";"Totale oppervlakte";"ha";""
"Bergambacht";"Totaal verkeersterrein";"ha";""
"Bergambacht";"||Totaal bebouwd terrein";"ha";""
"Bergambacht";"||Totaal semi-bebouwd terrein";"ha";""
"Bergambacht";"Bouwterrein";"ha";""
"Bergambacht";"||Totaal recreatieterrein";"ha";""
"Bergambacht";"||Totaal agrarisch terrein";"ha";""
"Bergambacht";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Bergambacht";"||Totaal binnenwater";"ha";""
"Bergambacht";"||Totaal buitenwater";"ha";""
"Bergeijk";"Totale oppervlakte";"ha";"10175"
"Bergeijk";"Totaal verkeersterrein";"ha";"165"
"Bergeijk";"||Totaal bebouwd terrein";"ha";"603"
"Bergeijk";"||Totaal semi-bebouwd terrein";"ha";"22"
"Bergeijk";"Bouwterrein";"ha";"17"
"Bergeijk";"||Totaal recreatieterrein";"ha";"261"
"Bergeijk";"||Totaal agrarisch terrein";"ha";"6168"
"Bergeijk";"||Totaal  bos en open natuurlijk terrein";"ha";"2881"
"Bergeijk";"||Totaal binnenwater";"ha";"75"
"Bergeijk";"||Totaal buitenwater";"ha";""
"Bergen (L.)";"Totale oppervlakte";"ha";"10850"
"Bergen (L.)";"Totaal verkeersterrein";"ha";"213"
"Bergen (L.)";"||Totaal bebouwd terrein";"ha";"324"
"Bergen (L.)";"||Totaal semi-bebouwd terrein";"ha";"127"
"Bergen (L.)";"Bouwterrein";"ha";"59"
"Bergen (L.)";"||Totaal recreatieterrein";"ha";"272"
"Bergen (L.)";"||Totaal agrarisch terrein";"ha";"5572"
"Bergen (L.)";"||Totaal  bos en open natuurlijk terrein";"ha";"3816"
"Bergen (L.)";"||Totaal binnenwater";"ha";"525"
"Bergen (L.)";"||Totaal buitenwater";"ha";""
"Bergen (NH.)";"Totale oppervlakte";"ha";"12023"
"Bergen (NH.)";"Totaal verkeersterrein";"ha";"187"
"Bergen (NH.)";"||Totaal bebouwd terrein";"ha";"777"
"Bergen (NH.)";"||Totaal semi-bebouwd terrein";"ha";"34"
"Bergen (NH.)";"Bouwterrein";"ha";"10"
"Bergen (NH.)";"||Totaal recreatieterrein";"ha";"224"
"Bergen (NH.)";"||Totaal agrarisch terrein";"ha";"4170"
"Bergen (NH.)";"||Totaal  bos en open natuurlijk terrein";"ha";"4503"
"Bergen (NH.)";"||Totaal binnenwater";"ha";"91"
"Bergen (NH.)";"||Totaal buitenwater";"ha";"2036"
"Bergen op Zoom";"Totale oppervlakte";"ha";"9313"
"Bergen op Zoom";"Totaal verkeersterrein";"ha";"328"
"Bergen op Zoom";"||Totaal bebouwd terrein";"ha";"1545"
"Bergen op Zoom";"||Totaal semi-bebouwd terrein";"ha";"269"
"Bergen op Zoom";"Bouwterrein";"ha";"163"
"Bergen op Zoom";"||Totaal recreatieterrein";"ha";"387"
"Bergen op Zoom";"||Totaal agrarisch terrein";"ha";"3312"
"Bergen op Zoom";"||Totaal  bos en open natuurlijk terrein";"ha";"2154"
"Bergen op Zoom";"||Totaal binnenwater";"ha";"1317"
"Bergen op Zoom";"||Totaal buitenwater";"ha";""
"Bergeyk";"Totale oppervlakte";"ha";""
"Bergeyk";"Totaal verkeersterrein";"ha";""
"Bergeyk";"||Totaal bebouwd terrein";"ha";""
"Bergeyk";"||Totaal semi-bebouwd terrein";"ha";""
"Bergeyk";"Bouwterrein";"ha";""
"Bergeyk";"||Totaal recreatieterrein";"ha";""
"Bergeyk";"||Totaal agrarisch terrein";"ha";""
"Bergeyk";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Bergeyk";"||Totaal binnenwater";"ha";""
"Bergeyk";"||Totaal buitenwater";"ha";""
"Bergh";"Totale oppervlakte";"ha";""
"Bergh";"Totaal verkeersterrein";"ha";""
"Bergh";"||Totaal bebouwd terrein";"ha";""
"Bergh";"||Totaal semi-bebouwd terrein";"ha";""
"Bergh";"Bouwterrein";"ha";""
"Bergh";"||Totaal recreatieterrein";"ha";""
"Bergh";"||Totaal agrarisch terrein";"ha";""
"Bergh";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Bergh";"||Totaal binnenwater";"ha";""
"Bergh";"||Totaal buitenwater";"ha";""
"Bergschenhoek";"Totale oppervlakte";"ha";""
"Bergschenhoek";"Totaal verkeersterrein";"ha";""
"Bergschenhoek";"||Totaal bebouwd terrein";"ha";""
"Bergschenhoek";"||Totaal semi-bebouwd terrein";"ha";""
"Bergschenhoek";"Bouwterrein";"ha";""
"Bergschenhoek";"||Totaal recreatieterrein";"ha";""
"Bergschenhoek";"||Totaal agrarisch terrein";"ha";""
"Bergschenhoek";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Bergschenhoek";"||Totaal binnenwater";"ha";""
"Bergschenhoek";"||Totaal buitenwater";"ha";""
"Berkel en Rodenrijs";"Totale oppervlakte";"ha";""
"Berkel en Rodenrijs";"Totaal verkeersterrein";"ha";""
"Berkel en Rodenrijs";"||Totaal bebouwd terrein";"ha";""
"Berkel en Rodenrijs";"||Totaal semi-bebouwd terrein";"ha";""
"Berkel en Rodenrijs";"Bouwterrein";"ha";""
"Berkel en Rodenrijs";"||Totaal recreatieterrein";"ha";""
"Berkel en Rodenrijs";"||Totaal agrarisch terrein";"ha";""
"Berkel en Rodenrijs";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Berkel en Rodenrijs";"||Totaal binnenwater";"ha";""
"Berkel en Rodenrijs";"||Totaal buitenwater";"ha";""
"Berkel-Enschot";"Totale oppervlakte";"ha";""
"Berkel-Enschot";"Totaal verkeersterrein";"ha";""
"Berkel-Enschot";"||Totaal bebouwd terrein";"ha";""
"Berkel-Enschot";"||Totaal semi-bebouwd terrein";"ha";""
"Berkel-Enschot";"Bouwterrein";"ha";""
"Berkel-Enschot";"||Totaal recreatieterrein";"ha";""
"Berkel-Enschot";"||Totaal agrarisch terrein";"ha";""
"Berkel-Enschot";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Berkel-Enschot";"||Totaal binnenwater";"ha";""
"Berkel-Enschot";"||Totaal buitenwater";"ha";""
"Berkelland";"Totale oppervlakte";"ha";"26053"
"Berkelland";"Totaal verkeersterrein";"ha";"718"
"Berkelland";"||Totaal bebouwd terrein";"ha";"1127"
"Berkelland";"||Totaal semi-bebouwd terrein";"ha";"128"
"Berkelland";"Bouwterrein";"ha";"82"
"Berkelland";"||Totaal recreatieterrein";"ha";"353"
"Berkelland";"||Totaal agrarisch terrein";"ha";"21313"
"Berkelland";"||Totaal  bos en open natuurlijk terrein";"ha";"2200"
"Berkelland";"||Totaal binnenwater";"ha";"215"
"Berkelland";"||Totaal buitenwater";"ha";""
"Bernheze";"Totale oppervlakte";"ha";"9041"
"Bernheze";"Totaal verkeersterrein";"ha";"341"
"Bernheze";"||Totaal bebouwd terrein";"ha";"721"
"Bernheze";"||Totaal semi-bebouwd terrein";"ha";"54"
"Bernheze";"Bouwterrein";"ha";"49"
"Bernheze";"||Totaal recreatieterrein";"ha";"181"
"Bernheze";"||Totaal agrarisch terrein";"ha";"6612"
"Bernheze";"||Totaal  bos en open natuurlijk terrein";"ha";"1064"
"Bernheze";"||Totaal binnenwater";"ha";"68"
"Bernheze";"||Totaal buitenwater";"ha";""
"Bernisse";"Totale oppervlakte";"ha";""
"Bernisse";"Totaal verkeersterrein";"ha";""
"Bernisse";"||Totaal bebouwd terrein";"ha";""
"Bernisse";"||Totaal semi-bebouwd terrein";"ha";""
"Bernisse";"Bouwterrein";"ha";""
"Bernisse";"||Totaal recreatieterrein";"ha";""
"Bernisse";"||Totaal agrarisch terrein";"ha";""
"Bernisse";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Bernisse";"||Totaal binnenwater";"ha";""
"Bernisse";"||Totaal buitenwater";"ha";""
"Best";"Totale oppervlakte";"ha";"3510"
"Best";"Totaal verkeersterrein";"ha";"215"
"Best";"||Totaal bebouwd terrein";"ha";"737"
"Best";"||Totaal semi-bebouwd terrein";"ha";"44"
"Best";"Bouwterrein";"ha";"41"
"Best";"||Totaal recreatieterrein";"ha";"184"
"Best";"||Totaal agrarisch terrein";"ha";"1504"
"Best";"||Totaal  bos en open natuurlijk terrein";"ha";"747"
"Best";"||Totaal binnenwater";"ha";"80"
"Best";"||Totaal buitenwater";"ha";""
"Beuningen";"Totale oppervlakte";"ha";"4709"
"Beuningen";"Totaal verkeersterrein";"ha";"222"
"Beuningen";"||Totaal bebouwd terrein";"ha";"603"
"Beuningen";"||Totaal semi-bebouwd terrein";"ha";"146"
"Beuningen";"Bouwterrein";"ha";"88"
"Beuningen";"||Totaal recreatieterrein";"ha";"153"
"Beuningen";"||Totaal agrarisch terrein";"ha";"3052"
"Beuningen";"||Totaal  bos en open natuurlijk terrein";"ha";"189"
"Beuningen";"||Totaal binnenwater";"ha";"344"
"Beuningen";"||Totaal buitenwater";"ha";""
"Beverwijk";"Totale oppervlakte";"ha";"2009"
"Beverwijk";"Totaal verkeersterrein";"ha";"142"
"Beverwijk";"||Totaal bebouwd terrein";"ha";"872"
"Beverwijk";"||Totaal semi-bebouwd terrein";"ha";"89"
"Beverwijk";"Bouwterrein";"ha";"53"
"Beverwijk";"||Totaal recreatieterrein";"ha";"124"
"Beverwijk";"||Totaal agrarisch terrein";"ha";"384"
"Beverwijk";"||Totaal  bos en open natuurlijk terrein";"ha";"230"
"Beverwijk";"||Totaal binnenwater";"ha";"51"
"Beverwijk";"||Totaal buitenwater";"ha";"118"
"het Bildt";"Totale oppervlakte";"ha";"11648"
"het Bildt";"Totaal verkeersterrein";"ha";"169"
"het Bildt";"||Totaal bebouwd terrein";"ha";"323"
"het Bildt";"||Totaal semi-bebouwd terrein";"ha";"49"
"het Bildt";"Bouwterrein";"ha";"4"
"het Bildt";"||Totaal recreatieterrein";"ha";"57"
"het Bildt";"||Totaal agrarisch terrein";"ha";"8257"
"het Bildt";"||Totaal  bos en open natuurlijk terrein";"ha";"566"
"het Bildt";"||Totaal binnenwater";"ha";"67"
"het Bildt";"||Totaal buitenwater";"ha";"2160"
"De Bilt";"Totale oppervlakte";"ha";"6713"
"De Bilt";"Totaal verkeersterrein";"ha";"200"
"De Bilt";"||Totaal bebouwd terrein";"ha";"1106"
"De Bilt";"||Totaal semi-bebouwd terrein";"ha";"37"
"De Bilt";"Bouwterrein";"ha";"15"
"De Bilt";"||Totaal recreatieterrein";"ha";"245"
"De Bilt";"||Totaal agrarisch terrein";"ha";"3425"
"De Bilt";"||Totaal  bos en open natuurlijk terrein";"ha";"1599"
"De Bilt";"||Totaal binnenwater";"ha";"101"
"De Bilt";"||Totaal buitenwater";"ha";""
"Binnenmaas";"Totale oppervlakte";"ha";"7557"
"Binnenmaas";"Totaal verkeersterrein";"ha";"300"
"Binnenmaas";"||Totaal bebouwd terrein";"ha";"725"
"Binnenmaas";"||Totaal semi-bebouwd terrein";"ha";"112"
"Binnenmaas";"Bouwterrein";"ha";"92"
"Binnenmaas";"||Totaal recreatieterrein";"ha";"158"
"Binnenmaas";"||Totaal agrarisch terrein";"ha";"5401"
"Binnenmaas";"||Totaal  bos en open natuurlijk terrein";"ha";"237"
"Binnenmaas";"||Totaal binnenwater";"ha";"624"
"Binnenmaas";"||Totaal buitenwater";"ha";""
"Bladel";"Totale oppervlakte";"ha";"7562"
"Bladel";"Totaal verkeersterrein";"ha";"173"
"Bladel";"||Totaal bebouwd terrein";"ha";"634"
"Bladel";"||Totaal semi-bebouwd terrein";"ha";"72"
"Bladel";"Bouwterrein";"ha";"67"
"Bladel";"||Totaal recreatieterrein";"ha";"218"
"Bladel";"||Totaal agrarisch terrein";"ha";"4246"
"Bladel";"||Totaal  bos en open natuurlijk terrein";"ha";"2191"
"Bladel";"||Totaal binnenwater";"ha";"29"
"Bladel";"||Totaal buitenwater";"ha";""
"Bladel en Netersel";"Totale oppervlakte";"ha";""
"Bladel en Netersel";"Totaal verkeersterrein";"ha";""
"Bladel en Netersel";"||Totaal bebouwd terrein";"ha";""
"Bladel en Netersel";"||Totaal semi-bebouwd terrein";"ha";""
"Bladel en Netersel";"Bouwterrein";"ha";""
"Bladel en Netersel";"||Totaal recreatieterrein";"ha";""
"Bladel en Netersel";"||Totaal agrarisch terrein";"ha";""
"Bladel en Netersel";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Bladel en Netersel";"||Totaal binnenwater";"ha";""
"Bladel en Netersel";"||Totaal buitenwater";"ha";""
"Blaricum";"Totale oppervlakte";"ha";"1556"
"Blaricum";"Totaal verkeersterrein";"ha";"57"
"Blaricum";"||Totaal bebouwd terrein";"ha";"334"
"Blaricum";"||Totaal semi-bebouwd terrein";"ha";"70"
"Blaricum";"Bouwterrein";"ha";"68"
"Blaricum";"||Totaal recreatieterrein";"ha";"56"
"Blaricum";"||Totaal agrarisch terrein";"ha";"329"
"Blaricum";"||Totaal  bos en open natuurlijk terrein";"ha";"265"
"Blaricum";"||Totaal binnenwater";"ha";"445"
"Blaricum";"||Totaal buitenwater";"ha";""
"Bleiswijk";"Totale oppervlakte";"ha";""
"Bleiswijk";"Totaal verkeersterrein";"ha";""
"Bleiswijk";"||Totaal bebouwd terrein";"ha";""
"Bleiswijk";"||Totaal semi-bebouwd terrein";"ha";""
"Bleiswijk";"Bouwterrein";"ha";""
"Bleiswijk";"||Totaal recreatieterrein";"ha";""
"Bleiswijk";"||Totaal agrarisch terrein";"ha";""
